responseid,distributionchannel,q43,social_media_use,how_often_1,how_often_2,how_often_3,how_often_4,how_often_5,how_often_6,how_often_7,how_often_8,how_often_9,how_often_10,how_often_11,tweets_public,insta_public,researchers_1,researchers_2,researchers_3,researchers_4,researchers_5,researchers_6,researchers_7,researchers_8,researchers_9,researchers_10,researchers_11,researchers_12,researchers_13,researchers_14,researchers_15,researchers_16,researchers_17,researchers_18,researchers_19,researchers_20,sm_companies_1,sm_companies_2,sm_companies_3,sm_companies_4,sm_companies_5,sm_companies_6,sm_companies_7,sm_companies_8,sm_companies_9,sm_companies_10,sm_companies_11,sm_companies_12,sm_companies_13,sm_companies_14,sm_companies_15,sm_companies_16,sm_companies_17,sm_companies_18,sm_companies_19,sm_companies_20,journalists_1,journalists_2,journalists_3,journalists_4,journalists_5,journalists_6,journalists_7,journalists_8,journalists_9,journalists_10,journalists_11,journalists_12,journalists_13,journalists_14,journalists_15,journalists_16,sometimes,sometimes_text,digital_privacy_1,digital_privacy_2,digital_privacy_3,digital_privacy_4,social_science,data_archive_1,data_archive_2,data_archive_3,data_archive_4,data_archive_5,secure_archive,anonymous_archive,concern-misuse,concern-harm,age,gender_identity_1,gender_identity_2,gender_identity_3,gender_identity_4,gender_identity_5,gender_identity_6,sexual_orientation_1,sexual_orientation_2,sexual_orientation_3,sexual_orientation_4,sexual_orientation_5,race_ethnicity_1,race_ethnicity_2,race_ethnicity_3,race_ethnicity_4,race_ethnicity_5,race_ethnicity_6,race_ethnicity_7,race_ethnicity_8,race_ethnicity_9,education,income,sensitivity_1,sensitivity_2,sensitivity_3,sensitivity_4,sensitivity_5,sensitivity_6,sensitivity_7,sensitivity_8,sensitivity_9,sensitivity_10,sensitivity_11,sensitivity_12,sensitivity_13,sensitivity_14,sensitivity_15,sensitivity_16,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,privacy_behaviors_1,privacy_behaviors_2,privacy_behaviors_3,privacy_behaviors_4,privacy_behaviors_5,privacy_behaviors_6,privacy_behaviors_7
R_3qJRTtmhG0NMGHS,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Several Times a Day,About Once a Day,About Once a Day,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,It depends definition is - —used in speech to say that the answer to a question will be different in different situations —sometimes shortened to depends.,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Moderately Concerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$30,000 - $39,999",4,4,2,5,2,3,4,3,3,2,5,3,5,4,4,4,3,3,3,3,4,3,Always,Always,Always,Never,Sometimes,Never,Never
R_1nZbfbOhdLElkOv,anonymous,Yes,Yes,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Agree,Agree,Agree,Agree,Agree,Not important,Important,Important,Important,Important,Good idea,Good idea,Moderately Concerned,Extremely Concerned,35 - 44,0,Man,0,0,0,0,Gay or lesbian,0,0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",9,9,Very Sensitive 10,9,Very Sensitive 10,Very Sensitive 10,9,9,9,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,Very Sensitive 10,Complete Trust - 7,6,Complete Trust - 7,6,Complete Trust - 7,Complete Trust - 7,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes
R_2E0Q0jj1IYNIUGZ,anonymous,Yes,Yes,About Once a Day,Several Times a Day,A Few Times a Week,Every Few Weeks,A Few Times a Week,About Once a Day,Every Few Weeks,A Few Times a Week,Every Few Weeks,A Few Times a Week,A Few Times a Week,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,"about academic researchers, journalists, and social media ",Agree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Neither important nor unimportant,Not important,Neither important nor unimportant,Important,Not important,Good idea,Bad idea,Slightly Concerned,Moderately Concerned,25 - 34,Woman,0,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$30,000 - $39,999",Very Sensitive 10,-99,-99,-99,3,-99,4,7,-99,-99,-99,6,4,8,3,-99,5,3,4,3,4,6,Sometimes,Never,Always,Never,Always,Sometimes,Always
R_qxsNwVrknwLJjod,anonymous,Yes,Yes,A Few Times a Week,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,No,Yes,No,I'm not sure.,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,Yes,"I think context matters and in some cases, especially when it came to the Covid questions I think when it benefits others it can be okay.",Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Good idea,I'm not sure,Moderately Concerned,Moderately Concerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$40,000 - $49,999",6,8,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,6,6,7,6,7,8,Very Sensitive 10,9,8,Very Sensitive 10,2,2,5,No trust at all - 1,No trust at all - 1,No trust at all - 1,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always
R_1rwd0wcqlL8UzIF,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,About Once a Day,Every Few Weeks,A Few Times a Week,About Once a Day,Every Few Weeks,Every Few Weeks,Several Times a Day,Several Times a Day,Several Times a Day,Yes,Yes,No,No,Yes,No,No,Yes,I'm not sure.,No,No,I'm not sure.,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,I'm not sure.,Yes,I'm not sure.,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,I'm not sure.,No,No,Yes,No,Yes,Yes,No,I'm not sure.,Yes,Yes,No,Yes,Yes,Yes,I'm not sure.,No,No,Yes,sometimes I use that social media app,Agree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Not important,Neither important nor unimportant,Important,Neither important nor unimportant,Neither important nor unimportant,Good idea,Good idea,Moderately Concerned,Slightly Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$100,000 - $149,999",6,3,7,3,5,Not Sensitive 1,3,4,3,5,5,3,5,6,4,3,5,5,5,6,4,6,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes
R_u9rDp3EdnVWi2Kl,anonymous,Yes,Yes,Less Often,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"I think a lot of it depending on permissions. For researchers especially. I'm sure there are times if I knew exactly what they wanted, I would grant permission for that. And with facial recognition as well, it left me just unsure. There were so many variables to consider. ",Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Good idea,Good idea,Slightly Concerned,Slightly Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,7,7,6,7,6,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,6,6,6,3,2,No trust at all - 1,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always
R_ZdEQBThrmT6oTsd,anonymous,Yes,Yes,Less Often,Don't use at all,Less Often,Less Often,Less Often,Several Times a Day,Don't use at all,Don't use at all,Less Often,Don't use at all,Several Times a Day,No,,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,-99,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Good idea,Bad idea,Moderately Unconcerned,Slightly Unconcerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",9,9,Very Sensitive 10,Very Sensitive 10,5,6,Not Sensitive 1,5,-99,-99,2,2,Very Sensitive 10,8,Very Sensitive 10,5,4,4,4,4,3,2,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always
R_1Qo5pEZeWhzFzfV,anonymous,Yes,Yes,About Once a Day,A Few Times a Week,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,Don't use at all,Don't use at all,Several Times a Day,Don't use at all,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,"I think some context was missing at times. How and why would the information be used, exactly?",Agree,Agree,Agree,Agree,Agree,Not important,Important,Important,Important,Not important,Good idea,Good idea,Moderately Unconcerned,Moderately Unconcerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$40,000 - $49,999",Very Sensitive 10,8,6,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Not Sensitive 1,Not Sensitive 1,6,Not Sensitive 1,Very Sensitive 10,8,Very Sensitive 10,Very Sensitive 10,8,5,4,5,2,No trust at all - 1,No trust at all - 1,Sometimes,Always,Never,Always,Sometimes,Sometimes,Sometimes
R_2VKZCYrPyB3P0N2,anonymous,Yes,Yes,Every Few Weeks,Several Times a Day,Less Often,Don't use at all,Less Often,Several Times a Day,Less Often,Several Times a Day,Several Times a Day,Less Often,Several Times a Day,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"I did not want to answer that.  Its public, anyone can use it for anything they want.",Agree,Disagree,Disagree,Disagree,Agree,Not important,Not important,Not important,Not important,Not important,Bad idea,Bad idea,Slightly Concerned,Slightly Unconcerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,2,2,3,2,No trust at all - 1,No trust at all - 1,Never,Sometimes,Never,Sometimes,Never,Never,Always
R_2dnM2mLuHonYjDk,anonymous,Yes,Yes,About Once a Day,Several Times a Day,A Few Times a Week,Every Few Weeks,Less Often,Several Times a Day,A Few Times a Week,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Yes,No,Yes,I'm not sure.,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Because I don't know what the data will be used for.,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Important,Important,Important,Important,Important,Good idea,I'm not sure,Neither Concerned nor Unconcerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Professional Degree (For example: MBA, MFA, DDS, DVM, LLB, JD)","$60,000 - $69,999",3,3,4,2,4,4,3,3,2,4,3,4,3,2,5,3,3,3,4,5,3,2,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes
R_8AiHtBEmOamSANj,anonymous,Yes,Yes,A Few Times a Week,Several Times a Day,Every Few Weeks,Less Often,Less Often,Every Few Weeks,A Few Times a Week,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,did not want to,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$20,000 - $29,999",Very Sensitive 10,Very Sensitive 10,8,9,6,Very Sensitive 10,9,8,Very Sensitive 10,7,6,7,7,Very Sensitive 10,9,Very Sensitive 10,No trust at all - 1,2,2,2,2,2,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes
R_1PUl8mK8VXTruz3,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Don't use at all,Don't use at all,Don't use at all,A Few Times a Week,Every Few Weeks,Don't use at all,About Once a Day,A Few Times a Week,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,It depends on what the information is used for an how beneficial it can be. ,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Important,Neither important nor unimportant,Neither important nor unimportant,Important,Important,I'm not sure,Good idea,Neither Concerned nor Unconcerned,Neither Concerned nor Unconcerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$40,000 - $49,999",6,Very Sensitive 10,6,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,9,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,5,5,6,6,4,4,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes
R_2e8eIjPV63Sx8yW,anonymous,Yes,Yes,About Once a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,Yes,I'm not sure.,Yes,I'm not sure.,Yes,Yes,I'm not sure.,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Agree,Agree,Agree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,18 - 24,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,2,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Always,Always,Always,Always,Always,Always,Always
R_XQZOMwGXk9LexgJ,anonymous,Yes,Yes,About Once a Day,About Once a Day,Several Times a Day,A Few Times a Week,Don't use at all,Every Few Weeks,Less Often,About Once a Day,Several Times a Day,About Once a Day,A Few Times a Week,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,sometimes,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Agree,Neither important nor unimportant,Neither important nor unimportant,Not important,Neither important nor unimportant,Important,Good idea,Bad idea,Moderately Concerned,Neither Concerned nor Unconcerned,45 - 54,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$50,000 - $59,999",-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,3,4,6,3,4,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes
R_2pMhjOqMJ6nGwWf,anonymous,Yes,Yes,Several Times a Day,Don't use at all,Less Often,Don't use at all,Less Often,Several Times a Day,Every Few Weeks,Don't use at all,Don't use at all,Don't use at all,About Once a Day,,,I'm not sure.,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,I'm not sure.,No,I'm not sure.,No,No,I'm not sure.,I'm not sure.,No,No,No,No,No,Yes,depends on what the purpose is and whether or not the data will be retained or disposed of afterwards,Agree,Agree,Agree,Agree,Disagree,Important,Neither important nor unimportant,Important,Important,Important,Bad idea,Bad idea,Extremely Concerned,Extremely Concerned,45 - 54,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$30,000 - $39,999",9,9,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,Not Sensitive 1,5,3,Not Sensitive 1,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,7,3,3,4,4,2,3,No trust at all - 1,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes
R_3FXwkTM2BRPQje0,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Every Few Weeks,Every Few Weeks,About Once a Day,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,No,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,I'm not sure.,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,No,Yes,No,No,Yes,Yes,No,I'm not sure.,I'm not sure.,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,"In conversation, it is not always possible to give a yes or no answer to a question about our opinion. Life is not always black or white! For example, imagine you are having a conversation about your study habits. Someone might ask you: ""Do you study hard?"" You might want to say: ""Yes, I study hard."" However, that statement might not be 100% true. A more accurate answer might be: ""It depends on which subject I'm studying. If I'm studying English, then yes I study hard. If I'm studying math, I don't always study hard."" Of course, the answer, ""Yes, I study hard."" might be truthful as well. Answering questions with 'it depends' allows you to answer questions with more nuance. In other words, using 'it depends' lets you say in which cases something is true and which cases false.",Agree,Agree,Agree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Moderately Concerned,Moderately Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$20,000 - $29,999",-99,Very Sensitive 10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Very Sensitive 10,-99,5,5,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes
R_330V2l6X0nVHIJn,anonymous,Yes,Yes,About Once a Day,Several Times a Day,Several Times a Day,About Once a Day,Several Times a Day,About Once a Day,A Few Times a Week,A Few Times a Week,About Once a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,Neither agree nor disagree,Not important,Not important,Neither important nor unimportant,Important,Neither important nor unimportant,Good idea,Good idea,Slightly Unconcerned,Slightly Unconcerned,18 - 24,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$30,000 - $39,999",2,2,4,3,3,2,5,6,3,2,6,3,4,2,7,3,2,5,4,4,3,5,Never,Never,Never,Never,Never,Never,Never
R_2f1i2vS7G8O6c5v,anonymous,Yes,Yes,Several Times a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,No,I'm not sure.,I'm not sure.,No,No,Yes,I'm not sure.,I'm not sure.,Yes,No,No,No,No,No,No,No,Yes,I'm not sure.,No,No,No,No,No,No,No,Yes,I'm not sure.,No,Yes,I'm not sure.,No,No,No,No,No,No,Yes,I'm not sure.,Yes,I'm not sure.,Yes,No,Yes,No,No,Yes,I'm not sure.,No,No,No,No,I'm not sure.,Yes,If this is actually want the info is being used for,Agree,Agree,Agree,Agree,Disagree,Important,Neither important nor unimportant,Important,Important,Important,Good idea,Good idea,Moderately Concerned,Slightly Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$30,000 - $39,999",5,8,9,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,6,2,3,2,9,8,8,6,2,2,No trust at all - 1,5,No trust at all - 1,2,No trust at all - 1,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes
R_3HBMNaBrvseHH8K,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,A Few Times a Week,Less Often,A Few Times a Week,About Once a Day,Every Few Weeks,Less Often,-99,-99,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,-99,Agree,Agree,Disagree,Agree,Agree,Important,Important,Important,Not important,Important,Good idea,Good idea,Moderately Concerned,Extremely Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,"Bachelor's degree (For example: BA, AB, BS)","$20,000 - $29,999",-99,-99,3,-99,-99,-99,-99,-99,9,-99,-99,-99,-99,-99,-99,6,3,5,4,6,4,6,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes
R_DNTvmvOhcx4fFDP,anonymous,Yes,Yes,About Once a Day,Every Few Weeks,Every Few Weeks,A Few Times a Week,-99,-99,Every Few Weeks,-99,-99,-99,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Agree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Important,Not important,Neither important nor unimportant,Important,Important,Good idea,Good idea,Slightly Unconcerned,Moderately Unconcerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",3,4,3,Not Sensitive 1,4,4,5,3,2,4,3,2,2,2,2,3,2,2,3,2,3,2,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes
